S,tau_days,TV_BS,TV_SH,TV_DH,TV_PINN,BS_minus_DH,SH_minus_DH,PINN_minus_DH
94.66,90.0,1.7360817758732967,1.6721245373474254,1.6147093344728776,1.6144992301086847,0.12137244140041914,0.05741520287454782,-0.0002101043641928868
94.72,90.0,1.7545152982589007,1.6908837188730355,1.6341589005729682,1.633940405808998,0.12035639768593254,0.05672481830006726,-0.00021849476397028944
94.78,90.0,1.7730844183161445,1.709785543576488,1.6537605344188402,1.6535336152564752,0.1193238838973043,0.05602500915764774,-0.00022691916236494691
94.83999999999999,90.0,1.7917894834685342,1.7288303322992706,1.673514474172538,1.6732790974655023,0.1182750092959961,0.055315858126732564,-0.00023537670703577263
94.89999999999999,90.0,1.8106308361990933,1.7480183996947056,1.6934209500778568,1.6931770835856423,0.1172098861212365,0.05459744961684887,-0.00024386649221441736
94.96,90.0,1.82960881401949,1.7673500542038094,1.7134801844624923,1.7132277969047622,0.11612862955699765,0.05386986974131713,-0.0002523875577300494
95.02,90.0,1.8487237494398137,1.7868255980321306,1.7336923917416764,1.7334314528533596,0.11503135769813722,0.05313320629045415,-0.00026093888831679735
95.08,90.0,1.8679759699390541,1.8064453271274046,1.7540577784229454,1.7537882590101002,0.11391819151610871,0.052387548704459164,-0.0002695194128452538
95.14,90.0,1.8873657979360083,1.8262095311583102,1.7745765431123492,1.7742984151085468,0.11278925482365909,0.05163298804596095,-0.00027812800380244695
95.19999999999999,90.0,1.906893550761022,1.8461184934940045,1.795248876521831,1.7949621130450708,0.111644674239191,0.050869616972173404,-0.0002867634767602656
95.25999999999999,90.0,1.926559540628273,1.8661724911847324,1.8160749614779657,1.815779536887971,0.1104845791503073,0.05009752970676673,-0.0002954245899946528
95.32,90.0,1.9463640746086428,1.8863717949432661,1.8370549729319423,1.8367508628876512,0.10930910167670049,0.04931682201132381,-0.0003041100442910949
95.38,90.0,1.9663074546033181,1.9067166691273476,1.858189077970697,1.857876259488042,0.10811837663262103,0.04852759115665051,-0.00031281848265507506
95.44,90.0,1.9863899773179938,1.9272073717230735,1.8794774358294495,1.8791558873390488,0.10691254148854434,0.047729935893624065,-0.00032154849040066935
95.5,90.0,2.0066119342377493,1.9478441543291674,1.9009201979052994,1.9005898993101984,0.10569173633244988,0.04692395642386793,-0.00033029859510103066
95.56,90.0,2.0269736116024655,1.9686272621422534,1.9225175077721188,1.9221784405052957,0.10445610383034665,0.04610975437013454,-0.00033906726682308985
95.61999999999999,90.0,2.047475290383114,1.9895569339429648,1.9442695011966113,1.9439216482781823,0.10320578918650258,0.045287432746353495,-0.0003478529184290924
95.67999999999999,90.0,2.0681172462584416,2.0106334020831436,1.9661763061555457,1.965819652249598,0.1019409401028959,0.044457095927597834,-0.0003566539059476348
95.74,90.0,2.0888997495925,2.0318568924737836,1.988238042854144,1.9878725743250365,0.10066170673835617,0.04361884961963969,-0.00036546852910745997
95.8,90.0,2.109823065412752,2.0532276245741032,2.0104548237455817,2.0100805287136345,0.0993682416671704,0.04277280082852153,-0.0003742950319471916
95.86,90.0,2.13088745338889,2.0747458113813493,2.0328267535517557,2.03244362194811,0.09806069983713428,0.0419190578295936,-0.000383131603645559
95.91999999999999,90.0,2.152093167812224,2.0964116594216717,2.0553539292849785,2.0549619529056598,0.09673923852724542,0.04105773013669323,-0.00039197637931875917
95.97999999999999,90.0,2.173440457575918,2.1182253687418866,2.0780364402709837,2.077635612829926,0.0954040173049342,0.04018892847090294,-0.0004008274410578494
96.03999999999999,90.0,2.194929566155631,2.140187132902098,2.100874368172749,2.100464685353798,0.09405519798288209,0.03931276472934897,-0.0004096828189510404
96.1,90.0,2.2165607315910756,2.1622971389693246,2.123867787015679,2.1234492465233124,0.09269294457539656,0.03842935195364561,-0.00041854049236667024
