x,days,err_BS,err_SH,err_DH,err_PINN
-0.1146556831595212,14.459200262129633,-2.564940493493753,-0.630974136448198,-0.6163450939312587,-8.121727133827877
-0.120964852352786,14.459200262025464,-3.619362236559698,-1.314084008453087,-1.0722202743614573,-9.440092669058728
0.3184363608333341,21.45920025969907,,-7.880338522462887,0.4708213350894219,-22.983164686964663
0.2708083118440796,21.45920025959491,-26.571453211573683,-5.604144130824473,0.48846528788448196,-19.004666394896507
0.2253459377673223,21.45920025949074,-21.53877507586973,-3.4307536706583264,0.43932829305779464,-15.044034739215483
0.1818608258275834,21.459200259386577,-16.428293711705926,-1.3039445067064726,0.4306872774294146,-11.03024607716317
0.1401881294270154,21.459200259282408,-11.660860065342854,0.3101549582704033,0.1760093607460711,-7.391521536486898
0.1159934008399586,21.45920025917824,-8.971984265150008,1.0025848499003898,0.040945325631164264,-5.395636851461772
0.1080568512442221,21.459200259074073,-8.155946379792969,1.1328198627292507,-0.028686313029185895,-4.813543347857915
0.1001827948133163,21.459200258969908,-7.354568255319213,1.2374574700626917,-0.07847953902520022,-4.247771906415029
0.0923702550765226,21.459200258865742,-6.599197727158804,1.284743533079702,-0.13655899924378545,-3.729819133995835
0.0846182782722047,21.459200258773148,-5.850384378325146,1.3138115673914152,-0.16109393415481565,-3.2203966392188867
0.076925932649049,21.459200258668982,-5.123367176823263,1.3092428535530443,-0.16591828262416952,-2.7349000436143633
0.0692923077939779,21.459200258564817,-4.459964032669847,1.229246854289645,-0.19244284030205394,-2.315270484031931
0.0617165139855201,21.459200258460648,-3.805694195635112,1.1286517349138214,-0.18668647088433132,-1.9070840512462883
0.0541976815714929,21.45920025835648,-3.1827017483169824,0.9861345479304201,-0.1720127661896248,-1.5324503748979035
0.0467349603699032,21.459200258252313,-2.569393341193413,0.824822870235406,-0.12851853200251395,-1.1696576378308925
0.0393275190920415,21.459200258136573,-1.9707315133084768,0.6423568714813033,-0.06305324452024474,-0.8235278492555176
0.0319745447867826,21.459200258032407,-1.4068053953009252,0.42284920171431206,0.0024756142605164566,-0.5140753491381017
0.0246752423051711,21.45920025792824,-0.8653848908574541,0.1851214734189921,0.0787816394828944,-0.22906422620601607
0.0174288337844038,21.459200257824072,-0.3545035835104404,-0.06876123806647261,0.15680357824967017,0.023528965037472593
0.0102345581503768,21.459200257719907,0.11989087647636676,-0.32969218073659046,0.23018758388072824,0.2379136548252142
0.0030916706379966,21.45920025761574,0.5673937593920431,-0.5666119210370996,0.3088165307394808,0.42383552629624566
-0.0040005576714953,21.45920025753472,0.2772195633323482,-1.4620519575336444,-0.31710795769080147,-0.12935463085080312
-0.0110428402969081,21.459200257430556,0.6337097872018388,-1.5994785584815734,-0.2616242693439713,-0.037093633928436676
-0.0180358757878786,21.459200257326387,0.9606579153085548,-1.6269637809531112,-0.19882469174573592,0.024607532581055747
-0.0249803481406896,21.459200257222225,1.2478598725802899,-1.5413692695312204,-0.13650333339724485,0.045435547456598724
-0.0318769271997499,21.459200257118056,1.4829540603257336,-1.3620134458402877,-0.08454279395744557,0.012524582056774869
-0.0387262690453249,21.45920025701389,1.6780050548636987,-1.0994238842882809,-0.028538655298160354,-0.0627492503088134
-0.0455290163680774,21.459200256909725,1.8339320453791967,-0.7810033287947049,0.03448733351982536,-0.1799946560745197
-0.0522857988309571,21.459200256805556,1.9019798157702743,-0.48186671367836387,0.05750998972510191,-0.38806802027211984
-0.0589972334189439,21.459200256701383,1.931648102483824,-0.17371220484296013,0.09146195561390014,-0.6370744405033185
-0.0656639247771333,21.45920025659722,1.8675537349404663,0.07226138128236803,0.08215179573824449,-0.9816117401647811
-0.0722864655376267,21.45920025648148,1.7799978555497669,0.31498866707735385,0.10082983388208511,-1.3503732986772183
-0.0788654366356691,21.459200256377315,1.6892941540616213,0.5667497814600075,0.16838417136731954,-1.7219457560244207
-0.0854014076154546,21.45920025626157,1.4311538549089091,0.6576248275167368,0.12043623665810854,-2.2594616856316003
-0.0918949369260031,21.45920025615741,1.1937090433888047,0.7718027842796488,0.14396958501509127,-2.77354449491623
-0.0983465722074917,21.45920025605324,0.8786448029842769,0.8082256825191841,0.13809572121609437,-3.361125847685942
-0.1047568505684107,21.45920025594907,0.5715085425957722,0.8505257579498327,0.1841938431195539,-3.9351199548843723
-0.1111262988538905,21.45920025584491,0.19007817676604255,0.815174489085807,0.19442378948402728,-4.576107901499799
-0.1174554339055382,21.45920025574074,-0.39337727509947407,0.5735366370047124,0.0344386399712876,-5.410203016322485
-0.1237447628131021,21.459200255636578,-0.8925211160785373,0.411372241786942,-0.01641278981944494,-6.149644329112933
-0.1299947831582734,21.45920025554398,-1.284260824206382,0.3513788685086755,0.05821779251889703,-6.770270541927234
-0.136205983250914,21.459200255439814,-1.527190968330769,0.4347675961315134,0.29369722062110026,-7.230067932883458
-0.1423788423579951,21.45920025532407,-2.3606197284490844,-0.07791223474363507,-0.054363282154124004,-8.268220691715724
-0.1576463144887834,21.45920025508102,-4.407578893063485,-1.3473075976025428,-0.8817823384776269,-10.776470672691978
0.3435492223877068,28.459200253888895,,-6.330736495279421,1.1031989902586359,-20.70730184429328
