case,factors,geometry,noise,quotes,calibration_quotes,holdout_quotes,invalid_observed_quotes,true_quadrature_max_error_spot,quote,holdout,strike,tau,true_price_spot,observed_price_spot,true_iv,observed_iv
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,97,False,1.06,1.0,0.16838874938762782,0.16838874938762782,0.4840879290798793,0.4840879290798793
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,98,True,1.08,1.0,0.16153501573835452,0.16153501573835452,0.48452231241512417,0.48452231241512417
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,99,False,1.1,1.0,0.15496479619806697,0.15496479619806697,0.48495926466056405,0.48495926466056405
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,100,False,1.12,1.0,0.1486677395645358,0.1486677395645358,0.4853984609148491,0.4853984609148491
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,101,True,1.1400000000000001,1.0,0.14263366181614778,0.14263366181614778,0.48583960016508676,0.48583960016508676
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,102,False,1.16,1.0,0.1368525718644028,0.1368525718644028,0.48628240342266577,0.48628240342266577
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,103,False,1.18,1.0,0.1313146929867402,0.1313146929867402,0.48672661202248285,0.48672661202248285
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,104,True,1.2,1.0,0.1260104803625924,0.1260104803625924,0.48717198606936507,0.48717198606936507
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,105,False,0.8,2.0,0.3496627115565816,0.3496627115565816,0.4761791884196869,0.4761791884196869
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,106,False,0.8200000000000001,2.0,0.33997405316632234,0.33997405316632234,0.47644268774111526,0.47644268774111526
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,107,True,0.8400000000000001,2.0,0.33057967775647557,0.33057967775647557,0.4767065127398561,0.4767065127398561
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,108,False,0.86,2.0,0.3214715378817771,0.3214715378817771,0.4769704785037122,0.4769704785037122
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,109,False,0.88,2.0,0.31264161999264645,0.31264161999264645,0.4772344199052279,0.4772344199052279
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,110,True,0.9,2.0,0.3040819714495769,0.3040819714495769,0.47749818941630473,0.47749818941630473
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,111,False,0.92,2.0,0.2957847236434273,0.2957847236434273,0.47776165519330266,0.47776165519330266
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,112,False,0.9400000000000001,2.0,0.2877421116331757,0.2877421116331757,0.47802469939496045,0.47802469939496045
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,113,True,0.96,2.0,0.27994649067821326,0.27994649067821326,0.478287216701306,0.478287216701306
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,114,False,0.98,2.0,0.2723903500092087,0.2723903500092087,0.4785491130065855,0.4785491130065855
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,115,False,1.0,2.0,0.2650663241502461,0.2650663241502461,0.4788103042632757,0.4788103042632757
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,116,True,1.02,2.0,0.2579672020755332,0.2579672020755332,0.4790707154576068,0.4790707154576068
