generator_factors,case,model,model_factors,status,own_model,parameter_gate,neural_holdout_price_rmse,neural_fit_price_rmse,exact_holdout_price_rmse,exact_fit_price_rmse,seconds,optimizer_success,scaled_parameter_rmse,tolerance_scaled_rmse,worst_tolerance_error
1,21,deep11_balanced_s43,2,fitted,False,,9.105677303642786e-06,8.090339454233869e-06,5.521741597839484e-05,5.5389090032329486e-05,1.0085705840028822,True,,,
1,22,single_sobolev_s17,1,fitted,True,True,1.608389332167926e-05,1.632718859020977e-05,2.3924781273945278e-05,2.2730117209059747e-05,0.08519499999238178,True,0.00580239274410241,0.11224786360661312,0.23053947177362566
1,22,double_sobolev_s17,2,fitted,False,,2.191037408387322e-05,1.9898531923918925e-05,0.00025116159840274247,0.00024287351370509257,0.6219530840025982,True,,,
1,22,deep11_s17,2,fitted,False,,2.383290008048323e-05,2.0538829429814858e-05,0.00022174001937411917,0.0002158016984914176,0.8514564580109436,True,,,
1,22,deep17_full_s29,2,fitted,False,,1.7436132428842476e-05,1.4802471896670531e-05,0.0002742655882653508,0.00026359301185082155,1.7568887089873897,True,,,
1,22,deep11_balanced_s43,2,fitted,False,,2.23476063891918e-05,1.923007322178525e-05,0.0002723888743075792,0.0002638664977438709,0.8822201669972856,True,,,
1,23,single_sobolev_s17,1,fitted,True,True,1.21688284451003e-05,1.1728629384186317e-05,3.412720853221994e-05,3.330464688748708e-05,0.12599379199673422,True,0.005618050083439617,0.10610939341343383,0.18149130334443997
1,23,double_sobolev_s17,2,fitted,False,,1.1807571361304515e-05,1.0295308809143918e-05,4.669927774375468e-05,5.081203275547831e-05,0.8628362090094015,True,,,
1,23,deep11_s17,2,fitted,False,,1.0141360938857256e-05,8.616316853930695e-06,6.483025464426073e-05,6.866245793994825e-05,1.3288947499968344,True,,,
1,23,deep17_full_s29,2,fitted,False,,9.19523751529713e-06,7.745838457664145e-06,7.349023345915787e-05,6.864008997875963e-05,2.055288167000981,True,,,
1,23,deep11_balanced_s43,2,fitted,False,,9.930851369806993e-06,8.490167957208346e-06,3.0232480039521237e-05,2.9831649960493842e-05,1.1012857909954619,True,,,
2,0,single_sobolev_s17,1,fitted,False,,4.0751046325791825e-05,3.989435570560241e-05,3.1737185034171034e-05,3.0475444527071286e-05,0.08325012499699369,True,,,
2,0,double_sobolev_s17,2,fitted,True,False,3.982114434450755e-06,3.668838664610751e-06,0.0001367749936022468,0.00012279838372496527,0.5831484170048498,True,1.5642582151891806,30.661907948200582,86.34488756565108
2,0,deep11_s17,2,fitted,True,False,4.968182242807778e-06,4.454192120263485e-06,0.00010569883683918438,9.436988657521329e-05,0.8522326670063194,True,1.5396416892646798,30.20686937410316,85.36044713622978
2,0,deep17_full_s29,2,fitted,True,False,3.690877384847196e-06,3.404888888404815e-06,4.310121168376786e-05,4.0817916946137684e-05,2.9316082500008633,True,0.42365205352832125,7.452928156067202,18.115689705174358
2,0,deep11_balanced_s43,2,fitted,True,False,3.944775657068928e-06,3.7046658324466655e-06,8.551216648556493e-05,8.063558308675796e-05,1.3176131670043105,True,0.3918054083902989,6.198348974623292,14.900713099385626
2,1,single_sobolev_s17,1,fitted,False,,0.00012251127069194396,0.0001309611477051748,0.00012311115992132038,0.00013035816180791298,0.10313783299352508,True,,,
2,1,double_sobolev_s17,2,fitted,True,False,1.1307669490502674e-05,1.1378764538430349e-05,0.00013180555704080243,0.0001298229484768829,0.3609263750113314,True,0.10786286150446324,1.7047228273391017,3.2420931844684855
2,1,deep11_s17,2,fitted,True,False,1.1271662780107768e-05,1.1251883297760955e-05,0.00011963687023689321,0.00011624993978744702,0.6157387080020271,True,0.09407734887600815,1.6519187247664995,3.0708604586355106
2,1,deep17_full_s29,2,fitted,True,False,1.5258767324503665e-05,1.5578178093417023e-05,2.7077609200123034e-05,2.7341009333121354e-05,0.9107844590034802,True,0.059030003944589474,0.9200990136973148,1.6939694810565997
2,1,deep11_balanced_s43,2,fitted,True,False,1.0024236650500858e-05,1.0398467915951555e-05,9.815103990047286e-05,9.659717853756047e-05,0.6034210000070743,True,0.09233673609906684,1.4713756745225153,2.9580760850503824
2,2,single_sobolev_s17,1,fitted,False,,0.0004831888030206201,0.00047944937693671926,0.0004550525942518289,0.0004513569685099339,0.11218474998895545,True,,,
2,2,double_sobolev_s17,2,fitted,True,False,9.159875759315066e-06,8.810916879046464e-06,4.733501040321603e-05,4.293478300260158e-05,0.48951179200957995,True,0.19194129929111994,3.7992952412934162,11.669580574643156
2,2,deep11_s17,2,fitted,True,False,8.661998606406852e-06,8.3161159338708e-06,3.6865946778753135e-05,3.4418398807713e-05,0.7956227909890004,True,0.23505650615582685,4.691550509829164,11.2006183532384
2,2,deep17_full_s29,2,fitted,True,False,5.619440969983253e-06,5.795419488989504e-06,4.402934599059802e-05,4.1197210265498886e-05,1.2025297499931185,True,0.22358842560521688,4.061814913571922,11.870254827243967
2,2,deep11_balanced_s43,2,fitted,True,False,9.936062565798633e-06,9.645045106472763e-06,3.5543881469242055e-05,3.2406028392877704e-05,0.6971209580078721,True,0.21378642340229634,4.259249995553908,11.265715594359168
2,3,single_sobolev_s17,1,fitted,False,,0.00016055144745762565,0.00015805759861728543,0.00019243123526265895,0.00018634624413100683,0.10910154100565705,True,,,
2,3,double_sobolev_s17,2,fitted,True,False,2.0768461111031203e-05,2.108615641042747e-05,5.57583881578438e-05,5.723781983329238e-05,0.6499388749944046,True,0.22736824560629304,4.276185257659538,8.098721073749438
2,3,deep11_s17,2,fitted,True,False,2.0350953959067495e-05,2.0368066815009257e-05,3.03925123258945e-05,3.366709287352118e-05,1.1191443749994505,True,0.2085344292896443,4.048840864131418,7.819197360026742
2,3,deep17_full_s29,2,fitted,True,False,1.4385899666315967e-05,1.3495251633349652e-05,6.787465604496512e-05,6.1850443168757e-05,1.4193915420037229,True,0.3718302470016829,4.856655187573383,7.467177762177785
2,3,deep11_balanced_s43,2,fitted,True,False,2.372851351232535e-05,2.109450601447429e-05,5.669526864411845e-05,4.768315520881402e-05,1.5116404999862425,True,0.39907948677622085,6.020681614106858,11.946742441652596
2,4,single_sobolev_s17,1,fitted,False,,0.0010992790983828456,0.001076001279418132,0.0010852726874910784,0.001062490303540349,0.2128630830120528,True,,,
2,4,double_sobolev_s17,2,fitted,True,False,1.2226004263753682e-05,1.148459726066101e-05,9.110494308535517e-05,8.693042158391064e-05,0.40325074999418575,True,0.17817568624100033,3.366007601256674,10.295483398268317
2,4,deep11_s17,2,fitted,True,False,1.2739660850037542e-05,1.0707471306185307e-05,7.073112965696858e-05,6.384870569066875e-05,0.7812108749931213,True,0.11126566524985186,2.186404371417859,6.481930856045567
2,4,deep17_full_s29,2,fitted,True,False,1.0217151710006107e-05,8.451540685131246e-06,3.826113379697183e-05,4.044486526286842e-05,1.2133755420072703,True,0.07939304539371202,1.559720377536762,3.3682105285156383
2,4,deep11_balanced_s43,2,fitted,True,False,1.1962610335468263e-05,1.0065288225417008e-05,4.6765855765727694e-05,4.1584708337786775e-05,5.438727542001288,True,0.0993310254742112,1.9529391391594597,5.810565151160675
2,5,single_sobolev_s17,1,fitted,False,,0.00015415775866514818,0.00015549433901289124,0.00017494706004551772,0.00017677110989216074,0.5131642920023296,True,,,
2,5,double_sobolev_s17,2,fitted,True,False,5.112902854700112e-06,4.522164069541406e-06,1.4105039951175397e-05,1.4130231768684713e-05,1.980694499987294,True,0.0894023597608614,1.7845639393362926,3.663789354766028
2,5,deep11_s17,2,fitted,True,False,5.741177251539094e-06,5.17161223866303e-06,2.083134746037298e-05,2.09457043716004e-05,2.6227437920024386,True,0.139325791878266,2.780299519207229,7.49290332124951
2,5,deep17_full_s29,2,fitted,True,False,3.957354531914419e-06,3.6990491002097837e-06,4.252338475033324e-05,4.2179956080185627e-05,2.647836832999019,True,0.17620171421632583,3.5228874693177836,10.16565214099073
2,5,deep11_balanced_s43,2,fitted,True,False,4.3033378290475065e-06,4.6370533959897695e-06,1.4253504036338838e-05,1.3612869136930768e-05,0.9593695419898722,True,0.20940133426055033,4.188007310301295,9.98274234282583
2,6,single_sobolev_s17,1,fitted,False,,0.00018888102765830968,0.00017385671278675378,0.0001812662523428979,0.00016864023930142133,0.11431508399255108,True,,,
